日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量
2020-08-21,002466,天齐锂业,24.38,24.97,24.3,24.88,24.6,-0.22,-0.8943,29512479
2020-08-20,002466,天齐锂业,24.6,25.63,24.5,25.38,25.71,-1.11,-4.3174,43545752
2020-08-19,002466,天齐锂业,25.71,26.45,24.1,24.8,24.93,0.78,3.1288,81855006
2020-08-18,002466,天齐锂业,24.93,25.44,24.73,25.0,25.32,-0.39,-1.5403,47736891
2020-08-17,002466,天齐锂业,25.32,25.43,23.68,24.62,25.59,-0.27,-1.0551,74661562
2020-08-14,002466,天齐锂业,25.59,27.12,24.88,26.52,26.87,-1.28,-4.7637,82307953
2020-08-13,002466,天齐锂业,26.87,28.45,26.77,27.9,28.05,-1.18,-4.2068,92289983
2020-08-12,002466,天齐锂业,28.05,28.05,25.8,26.46,25.5,2.55,10.0,130674957
2020-08-11,002466,天齐锂业,25.5,26.08,24.31,24.51,24.51,0.99,4.0392,89262123
2020-08-10,002466,天齐锂业,24.51,25.04,23.8,24.19,24.43,0.08,0.3275,38915986
2020-08-07,002466,天齐锂业,24.43,25.13,23.96,24.75,25.08,-0.65,-2.5917,41890880
2020-08-06,002466,天齐锂业,25.08,25.61,24.6,25.2,25.23,-0.15,-0.5945,42070917
2020-08-05,002466,天齐锂业,25.23,25.38,24.12,24.98,25.32,-0.09,-0.3555,57240421
2020-08-04,002466,天齐锂业,25.32,26.48,25.2,25.64,25.74,-0.42,-1.6317,75692989
2020-08-03,002466,天齐锂业,25.74,25.98,25.25,25.46,25.3,0.44,1.7391,48125770
2020-07-31,002466,天齐锂业,25.3,25.72,24.88,25.05,25.14,0.16,0.6364,42116093
2020-07-30,002466,天齐锂业,25.14,26.28,25.01,26.19,26.11,-0.97,-3.7151,52646073
2020-07-29,002466,天齐锂业,26.11,26.23,24.75,25.7,25.76,0.35,1.3587,55856707
2020-07-28,002466,天齐锂业,25.76,26.35,25.29,25.29,24.89,0.87,3.4954,54211967
2020-07-27,002466,天齐锂业,24.89,25.38,24.1,24.98,24.75,0.14,0.5657,41211243
2020-07-24,002466,天齐锂业,24.75,26.46,24.17,26.09,26.26,-1.51,-5.7502,67837971
2020-07-23,002466,天齐锂业,26.26,26.8,24.98,26.43,26.79,-0.53,-1.9784,64446466
2020-07-22,002466,天齐锂业,26.79,27.25,26.18,26.25,26.74,0.05,0.187,64645402
2020-07-21,002466,天齐锂业,26.74,29.65,26.23,29.26,29.14,-2.4,-8.2361,117644248
2020-07-20,002466,天齐锂业,29.14,29.45,28.0,28.91,28.7,0.44,1.5331,65459064
2020-07-17,002466,天齐锂业,28.7,28.9,27.38,27.7,27.67,1.03,3.7224,66276330
2020-07-16,002466,天齐锂业,27.67,29.65,27.36,28.49,28.5,-0.83,-2.9123,86579757
2020-07-15,002466,天齐锂业,28.5,30.17,27.28,29.48,29.68,-1.18,-3.9757,82585628
2020-07-14,002466,天齐锂业,29.68,31.16,29.4,30.2,31.59,-1.91,-6.0462,107137909
2020-07-13,002466,天齐锂业,31.59,31.59,27.75,28.91,28.72,2.87,9.993,129303695
2020-07-10,002466,天齐锂业,28.72,29.48,26.1,26.7,26.8,1.92,7.1642,146124322
2020-07-09,002466,天齐锂业,26.8,27.84,26.0,26.43,26.66,0.14,0.5251,109446595
2020-07-08,002466,天齐锂业,26.66,26.72,24.65,25.64,25.81,0.85,3.2933,128972379
2020-07-07,002466,天齐锂业,25.81,26.18,24.52,24.52,23.8,2.01,8.4454,155111110
2020-07-06,002466,天齐锂业,23.8,23.92,22.12,22.39,22.52,1.28,5.6838,110164696
2020-07-03,002466,天齐锂业,22.52,23.3,22.27,22.28,22.07,0.45,2.039,74319369
2020-07-02,002466,天齐锂业,22.07,22.44,21.11,22.03,22.06,0.01,0.0453,80158049
2020-07-01,002466,天齐锂业,22.06,23.9,21.18,22.8,22.95,-0.89,-3.878,128998858
2020-06-30,002466,天齐锂业,22.95,23.8,21.0,22.75,23.22,-0.27,-1.1628,89260858
2020-06-29,002466,天齐锂业,23.22,25.7,23.22,25.45,25.8,-2.58,-10.0,81185298
2020-06-24,002466,天齐锂业,25.8,26.38,25.21,25.85,26.18,-0.38,-1.4515,57618646
2020-06-23,002466,天齐锂业,26.18,26.44,24.62,24.78,24.62,1.56,6.3363,90645162
2020-06-22,002466,天齐锂业,24.62,25.25,24.5,24.82,25.09,-0.47,-1.8733,58442229
2020-06-19,002466,天齐锂业,25.09,25.31,24.49,24.9,24.94,0.15,0.6014,60581040
