日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量
2019-09-30,002242,九阳股份,21.88,22.28,21.75,21.81,21.89,-0.01,-0.0457,2700374
2019-09-27,002242,九阳股份,21.89,22.12,21.66,21.89,21.89,0.0,0.0,3858716
2019-09-26,002242,九阳股份,21.89,22.71,21.87,22.59,22.65,-0.76,-3.3554,5251924
2019-09-25,002242,九阳股份,22.65,23.93,22.58,23.93,23.91,-1.26,-5.2698,6998186
2019-09-24,002242,九阳股份,23.91,24.75,23.68,23.8,23.8,0.11,0.4622,11847808
2019-09-23,002242,九阳股份,23.8,24.18,22.8,23.38,23.41,0.39,1.666,10716022
2019-09-20,002242,九阳股份,23.41,23.48,22.52,23.02,22.93,0.48,2.0933,6480393
2019-09-19,002242,九阳股份,22.93,23.1,22.69,22.99,22.98,-0.05,-0.2176,3276888
2019-09-18,002242,九阳股份,22.98,23.07,22.53,22.66,22.62,0.36,1.5915,4345829
2019-09-17,002242,九阳股份,22.62,23.14,22.42,22.98,22.98,-0.36,-1.5666,4600446
2019-09-16,002242,九阳股份,22.98,23.35,22.79,23.29,23.2,-0.22,-0.9483,3648252
2019-09-12,002242,九阳股份,23.2,23.3,23.02,23.13,23.08,0.12,0.5199,2486272
2019-09-11,002242,九阳股份,23.08,23.78,23.01,23.58,23.71,-0.63,-2.6571,3951242
2019-09-10,002242,九阳股份,23.71,24.12,23.52,23.63,23.75,-0.04,-0.1684,5009452
2019-09-09,002242,九阳股份,23.75,23.88,23.25,23.52,23.46,0.29,1.2361,6582413
2019-09-06,002242,九阳股份,23.46,23.91,23.2,23.45,23.46,0.0,0.0,5362104
2019-09-05,002242,九阳股份,23.46,24.02,23.25,23.36,23.36,0.1,0.4281,7995266
2019-09-04,002242,九阳股份,23.36,23.74,23.0,23.63,23.62,-0.26,-1.1008,6616546
2019-09-03,002242,九阳股份,23.62,24.06,23.48,24.04,23.95,-0.33,-1.3779,5582868
2019-09-02,002242,九阳股份,23.95,24.17,22.13,22.13,22.07,1.88,8.5184,10575555
2019-08-30,002242,九阳股份,22.07,22.48,21.94,22.31,22.16,-0.09,-0.4061,3980632
2019-08-29,002242,九阳股份,22.16,22.59,21.9,22.2,22.27,-0.11,-0.4939,4401215
2019-08-28,002242,九阳股份,22.27,22.77,22.17,22.48,22.45,-0.18,-0.8018,4029360
2019-08-27,002242,九阳股份,22.45,22.77,21.8,22.05,22.01,0.44,1.9991,8071707
2019-08-26,002242,九阳股份,22.01,22.15,21.06,21.17,21.6,0.41,1.8981,10629204
2019-08-23,002242,九阳股份,21.6,21.65,21.11,21.52,21.51,0.09,0.4184,5933753
2019-08-22,002242,九阳股份,21.51,21.54,20.95,21.18,21.11,0.4,1.8948,6391376
2019-08-21,002242,九阳股份,21.11,21.34,20.82,21.3,21.3,-0.19,-0.892,6840134
2019-08-20,002242,九阳股份,21.3,21.62,21.18,21.61,21.61,-0.31,-1.4345,5883241
2019-08-19,002242,九阳股份,21.61,21.85,21.13,21.42,21.39,0.22,1.0285,8332652
2019-08-16,002242,九阳股份,21.39,21.77,20.89,21.15,21.22,0.17,0.8011,8896411
2019-08-15,002242,九阳股份,21.22,22.0,20.91,21.89,21.1,0.12,0.5687,12996981
2019-08-14,002242,九阳股份,21.1,21.11,20.31,20.37,20.23,0.87,4.3005,5201098
2019-08-13,002242,九阳股份,20.23,20.55,20.04,20.1,20.23,0.0,0.0,2377651
2019-08-12,002242,九阳股份,20.23,20.28,19.8,19.98,20.0,0.23,1.15,2933182
2019-08-09,002242,九阳股份,20.0,20.5,19.91,20.48,20.46,-0.46,-2.2483,3716108
2019-08-08,002242,九阳股份,20.46,20.8,20.22,20.59,20.57,-0.11,-0.5348,4435915
2019-08-07,002242,九阳股份,20.57,20.92,20.1,20.23,20.01,0.56,2.7986,5412120
2019-08-06,002242,九阳股份,20.01,20.55,19.68,20.25,20.58,-0.57,-2.7697,4587959
2019-08-05,002242,九阳股份,20.58,20.88,20.44,20.55,20.77,-0.19,-0.9148,2320120
2019-08-02,002242,九阳股份,20.77,20.91,20.37,20.5,20.88,-0.11,-0.5268,3413615
2019-08-01,002242,九阳股份,20.88,21.07,20.5,20.5,20.68,0.2,0.9671,4343173
2019-07-31,002242,九阳股份,20.68,21.0,20.4,20.49,20.55,0.13,0.6326,4295239
2019-07-30,002242,九阳股份,20.55,21.06,20.32,20.6,20.7,-0.15,-0.7246,4769094
2019-07-29,002242,九阳股份,20.7,21.0,20.18,20.5,20.49,0.21,1.0249,5177294
2019-07-26,002242,九阳股份,20.49,20.52,19.74,19.8,19.7,0.79,4.0102,5352691
2019-07-25,002242,九阳股份,19.7,19.76,19.37,19.7,19.78,-0.08,-0.4044,3969117
2019-07-24,002242,九阳股份,19.78,19.89,19.58,19.74,19.73,0.05,0.2534,5297879
2019-07-23,002242,九阳股份,19.73,20.02,19.64,19.71,19.86,-0.13,-0.6546,2881339
2019-07-22,002242,九阳股份,19.86,20.13,19.4,19.87,19.85,0.01,0.0504,3513113
2019-07-19,002242,九阳股份,19.85,20.12,19.63,19.73,19.73,0.12,0.6082,2963217
2019-07-18,002242,九阳股份,19.73,20.16,19.68,20.06,20.18,-0.45,-2.2299,3529512
2019-07-17,002242,九阳股份,20.18,20.53,20.07,20.43,20.38,-0.2,-0.9814,3292298
2019-07-16,002242,九阳股份,20.38,20.87,20.37,20.71,20.65,-0.27,-1.3075,2536309
2019-07-15,002242,九阳股份,20.65,20.97,19.91,20.2,20.3,0.35,1.7241,4168602
2019-07-12,002242,九阳股份,20.3,20.58,20.08,20.15,20.15,0.15,0.7444,3606500
2019-07-11,002242,九阳股份,20.15,20.46,20.04,20.17,20.09,0.06,0.2987,4104918
2019-07-10,002242,九阳股份,20.09,20.58,20.03,20.46,20.46,-0.37,-1.8084,3307795
2019-07-09,002242,九阳股份,20.46,20.96,20.23,20.83,20.62,-0.16,-0.7759,3625261
