日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量
2019-09-11,600519,贵州茅台,1069.52,1119.97,1068.0,1119.22,1123.85,-54.33,-4.8343,8171654
2019-09-10,600519,贵州茅台,1123.85,1135.0,1120.01,1134.3,1136.52,-12.67,-1.1148,2622707
2019-09-09,600519,贵州茅台,1136.52,1148.0,1135.0,1145.0,1142.49,-5.97,-0.5225,2937934
2019-09-06,600519,贵州茅台,1142.49,1146.15,1131.0,1144.5,1144.0,-1.51,-0.132,2617659
2019-09-05,600519,贵州茅台,1144.0,1144.9,1128.0,1129.0,1125.01,18.99,1.688,3293084
2019-09-04,600519,贵州茅台,1125.01,1142.91,1120.11,1140.8,1140.0,-14.99,-1.3149,3360022
2019-09-03,600519,贵州茅台,1140.0,1151.02,1128.56,1140.0,1138.76,1.24,0.1089,2948509
2019-09-02,600519,贵州茅台,1138.76,1144.98,1129.0,1139.99,1142.0,-3.24,-0.2837,2823433
2019-08-30,600519,贵州茅台,1142.0,1146.0,1123.0,1125.0,1113.1,28.9,2.5964,4489077
2019-08-29,600519,贵州茅台,1113.1,1118.18,1092.5,1105.0,1100.11,12.99,1.1808,2933042
2019-08-28,600519,贵州茅台,1100.11,1123.19,1083.01,1109.0,1109.0,-8.89,-0.8016,4700967
2019-08-27,600519,贵州茅台,1109.0,1131.31,1109.0,1117.0,1102.95,6.05,0.5485,5216421
2019-08-26,600519,贵州茅台,1102.95,1128.0,1096.68,1113.0,1130.1,-27.15,-2.4024,4849789
2019-08-23,600519,贵州茅台,1130.1,1133.56,1095.62,1105.0,1104.0,26.1,2.3641,4019230
2019-08-22,600519,贵州茅台,1104.0,1104.0,1070.0,1072.99,1066.0,38.0,3.5647,3759078
2019-08-21,600519,贵州茅台,1066.0,1076.97,1061.66,1070.1,1070.0,-4.0,-0.3738,2506662
2019-08-20,600519,贵州茅台,1070.0,1073.68,1050.0,1055.0,1055.88,14.12,1.3373,2860213
2019-08-19,600519,贵州茅台,1055.88,1069.98,1049.05,1061.0,1054.6,1.28,0.1214,3286758
2019-08-16,600519,贵州茅台,1054.6,1075.58,1041.0,1049.84,1044.9,9.7,0.9283,3608673
2019-08-15,600519,贵州茅台,1044.9,1046.48,1028.0,1028.0,1043.33,1.57,0.1505,2723739
2019-08-14,600519,贵州茅台,1043.33,1051.9,1030.02,1030.02,1017.95,25.38,2.4932,4141095
2019-08-13,600519,贵州茅台,1017.95,1026.0,1010.68,1016.16,1018.63,-0.68,-0.0668,3032970
2019-08-12,600519,贵州茅台,1018.63,1020.1,995.01,1010.31,962.03,56.6,5.8834,8149895
2019-08-09,600519,贵州茅台,962.03,980.95,958.99,978.5,971.68,-9.65,-0.9931,2846170
2019-08-08,600519,贵州茅台,971.68,974.0,952.0,953.5,945.0,26.68,2.8233,3880813
2019-08-07,600519,贵州茅台,945.0,955.53,945.0,949.5,946.3,-1.3,-0.1374,2686998
2019-08-06,600519,贵州茅台,946.3,948.0,923.8,931.0,942.43,3.87,0.4106,4399116
2019-08-05,600519,贵州茅台,942.43,954.0,940.0,945.0,954.45,-12.02,-1.2594,3677431
2019-08-02,600519,贵州茅台,954.45,957.98,943.0,944.0,959.3,-4.85,-0.5056,3971940
2019-08-01,600519,贵州茅台,959.3,977.0,953.02,976.51,972.6,-13.3,-1.3675,3508952
2019-07-31,600519,贵州茅台,972.6,981.77,966.59,975.0,978.93,-6.33,-0.6466,2252620
2019-07-30,600519,贵州茅台,978.93,983.0,971.0,976.5,976.41,2.52,0.2581,1953797
2019-07-29,600519,贵州茅台,976.41,979.5,960.01,962.03,965.03,11.38,1.1792,2698133
2019-07-26,600519,贵州茅台,965.03,971.0,958.55,961.97,963.0,2.03,0.2108,2646759
2019-07-25,600519,贵州茅台,963.0,963.36,938.15,945.97,946.36,16.64,1.7583,3825570
2019-07-24,600519,贵州茅台,946.36,959.9,944.69,958.31,953.98,-7.62,-0.7988,4677120
2019-07-23,600519,贵州茅台,953.98,962.59,943.86,962.3,957.02,-3.04,-0.3177,3248395
2019-07-22,600519,贵州茅台,957.02,964.0,950.25,960.0,955.87,1.15,0.1203,2812549
2019-07-19,600519,贵州茅台,955.87,960.8,948.0,955.0,947.5,8.37,0.8834,2801481
2019-07-18,600519,贵州茅台,947.5,963.0,947.18,961.5,963.5,-16.0,-1.6606,3925295
2019-07-17,600519,贵州茅台,963.5,972.99,962.13,968.0,968.0,-4.5,-0.4649,2546887
2019-07-16,600519,贵州茅台,968.0,982.3,965.0,975.45,975.93,-7.93,-0.8126,3324524
2019-07-15,600519,贵州茅台,975.93,980.1,951.13,967.8,986.09,-10.16,-1.0303,5987040
2019-07-12,600519,贵州茅台,986.09,991.5,980.01,981.3,981.5,4.59,0.4677,2817385
2019-07-11,600519,贵州茅台,981.5,998.38,976.0,989.96,982.52,-1.02,-0.1038,3051419
2019-07-10,600519,贵州茅台,982.52,990.58,977.0,980.93,976.06,6.46,0.6618,2816670
