日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量
2019-10-15,600643,爱建集团,9.17,9.25,9.09,9.18,9.18,-0.01,-0.1089,11302869
2019-10-14,600643,爱建集团,9.18,9.35,9.0,9.0,8.9,0.28,3.1461,19251776
2019-10-11,600643,爱建集团,8.9,8.96,8.73,8.86,8.86,0.04,0.4515,6820891
2019-10-10,600643,爱建集团,8.86,8.87,8.7,8.71,8.7,0.16,1.8391,7940572
2019-10-09,600643,爱建集团,8.7,8.74,8.58,8.6,8.62,0.08,0.9281,5225623
2019-10-08,600643,爱建集团,8.62,8.77,8.6,8.7,8.68,-0.06,-0.6912,8279872
2019-09-30,600643,爱建集团,8.68,8.96,8.68,8.9,8.91,-0.23,-2.5814,8118788
2019-09-27,600643,爱建集团,8.91,9.03,8.87,8.87,8.89,0.02,0.225,6606157
2019-09-26,600643,爱建集团,8.89,9.09,8.84,9.0,8.94,-0.05,-0.5593,10513523
2019-09-25,600643,爱建集团,8.94,9.07,8.92,9.0,9.02,-0.08,-0.8869,8015346
2019-09-24,600643,爱建集团,9.02,9.17,8.99,9.03,9.07,-0.05,-0.5513,8187057
2019-09-23,600643,爱建集团,9.07,9.15,8.92,9.14,9.17,-0.1,-1.0905,10555136
2019-09-20,600643,爱建集团,9.17,9.22,9.1,9.22,9.22,-0.05,-0.5423,7688597
2019-09-19,600643,爱建集团,9.22,9.23,9.06,9.06,9.06,0.16,1.766,8998149
2019-09-18,600643,爱建集团,9.06,9.22,9.03,9.18,9.14,-0.08,-0.8753,10394504
2019-09-17,600643,爱建集团,9.14,9.48,9.1,9.39,9.42,-0.28,-2.9724,12943500
2019-09-16,600643,爱建集团,9.42,9.56,9.41,9.47,9.49,-0.07,-0.7376,12734918
2019-09-12,600643,爱建集团,9.49,9.53,9.35,9.49,9.49,0.0,0.0,11723602
2019-09-11,600643,爱建集团,9.49,9.65,9.43,9.51,9.43,0.06,0.6363,16503976
2019-09-10,600643,爱建集团,9.43,9.5,9.3,9.42,9.45,-0.02,-0.2116,13786672
2019-09-09,600643,爱建集团,9.45,9.6,9.34,9.58,9.43,0.02,0.2121,17093416
2019-09-06,600643,爱建集团,9.43,9.46,9.31,9.39,9.37,0.06,0.6403,14452309
2019-09-05,600643,爱建集团,9.37,9.62,9.16,9.18,9.07,0.3,3.3076,36125519
2019-09-04,600643,爱建集团,9.07,9.08,8.88,8.89,8.92,0.15,1.6816,13801989
2019-09-03,600643,爱建集团,8.92,8.95,8.81,8.94,8.9,0.02,0.2247,9986361
2019-09-02,600643,爱建集团,8.9,8.95,8.66,8.69,8.68,0.22,2.5346,15117225
2019-08-30,600643,爱建集团,8.68,8.92,8.63,8.81,8.73,-0.05,-0.5727,12605681
2019-08-29,600643,爱建集团,8.73,8.8,8.7,8.73,8.73,0.0,0.0,6597829
2019-08-28,600643,爱建集团,8.73,8.84,8.66,8.68,8.71,0.02,0.2296,9325996
2019-08-27,600643,爱建集团,8.71,8.83,8.52,8.54,8.49,0.22,2.5913,12565884
2019-08-26,600643,爱建集团,8.49,8.58,8.44,8.47,8.68,-0.19,-2.1889,7772493
2019-08-23,600643,爱建集团,8.68,8.79,8.65,8.67,8.67,0.01,0.1153,8087778
2019-08-22,600643,爱建集团,8.67,8.76,8.59,8.75,8.72,-0.05,-0.5734,7326991
2019-08-21,600643,爱建集团,8.72,8.78,8.68,8.74,8.71,0.01,0.1148,7256846
2019-08-20,600643,爱建集团,8.71,8.85,8.71,8.81,8.81,-0.1,-1.1351,10877783
2019-08-19,600643,爱建集团,8.81,8.82,8.5,8.5,8.46,0.35,4.1371,15653640
2019-08-16,600643,爱建集团,8.46,8.55,8.37,8.39,8.4,0.06,0.7143,7914500
2019-08-15,600643,爱建集团,8.4,8.41,8.2,8.27,8.45,-0.05,-0.5917,9197895
2019-08-14,600643,爱建集团,8.45,8.56,8.43,8.52,8.41,0.04,0.4756,8254602
2019-08-13,600643,爱建集团,8.41,8.47,8.35,8.41,8.51,-0.1,-1.1751,4020703
2019-08-12,600643,爱建集团,8.51,8.52,8.36,8.4,8.34,0.17,2.0384,6231883
2019-08-09,600643,爱建集团,8.34,8.56,8.31,8.54,8.48,-0.14,-1.6509,6441052
2019-08-08,600643,爱建集团,8.48,8.58,8.43,8.54,8.43,0.05,0.5931,6645710
2019-08-07,600643,爱建集团,8.43,8.64,8.42,8.58,8.54,-0.11,-1.2881,7865392
2019-08-06,600643,爱建集团,8.54,8.66,8.26,8.59,8.79,-0.25,-2.8441,17408078
2019-08-05,600643,爱建集团,8.79,9.09,8.75,9.09,9.08,-0.29,-3.1938,16162808
2019-08-02,600643,爱建集团,9.08,9.1,9.01,9.04,9.19,-0.11,-1.197,11419605
