日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量
2019-09-12,002565,顺灏股份,8.27,8.56,7.82,8.14,8.2,0.07,0.8537,111446869
2019-09-11,002565,顺灏股份,8.2,8.69,8.01,8.11,8.09,0.11,1.3597,143456610
2019-09-10,002565,顺灏股份,8.09,8.37,7.57,7.65,7.65,0.44,5.7516,139414725
2019-09-09,002565,顺灏股份,7.65,7.68,7.33,7.48,7.4,0.25,3.3784,69357002
2019-09-06,002565,顺灏股份,7.4,7.59,7.28,7.54,7.51,-0.11,-1.4647,51908214
2019-09-05,002565,顺灏股份,7.51,7.76,7.45,7.53,7.5,0.01,0.1333,77703372
2019-09-04,002565,顺灏股份,7.5,7.65,7.39,7.46,7.52,-0.02,-0.266,60934963
2019-09-03,002565,顺灏股份,7.52,7.59,7.34,7.51,7.4,0.12,1.6216,57508433
2019-09-02,002565,顺灏股份,7.4,7.49,7.01,7.07,7.25,0.15,2.069,61028037
2019-08-30,002565,顺灏股份,7.25,7.69,7.13,7.59,7.7,-0.45,-5.8442,81368700
2019-08-29,002565,顺灏股份,7.7,7.85,7.44,7.57,7.55,0.15,1.9868,87977326
2019-08-28,002565,顺灏股份,7.55,8.09,7.51,7.92,8.1,-0.55,-6.7901,114997734
2019-08-27,002565,顺灏股份,8.1,8.47,7.8,8.04,8.1,0.0,0.0,141508773
2019-08-26,002565,顺灏股份,8.1,8.48,7.59,7.59,7.8,0.3,3.8462,189083247
2019-08-23,002565,顺灏股份,7.8,7.8,6.86,6.96,7.09,0.71,10.0141,163185977
2019-08-22,002565,顺灏股份,7.09,7.35,6.66,6.77,6.77,0.32,4.7267,125724164
2019-08-21,002565,顺灏股份,6.77,6.96,6.62,6.67,6.72,0.05,0.744,71836164
2019-08-20,002565,顺灏股份,6.72,6.87,6.6,6.64,6.67,0.05,0.7496,72809129
2019-08-19,002565,顺灏股份,6.67,6.71,6.44,6.56,6.55,0.12,1.8321,69029328
2019-08-16,002565,顺灏股份,6.55,6.76,6.53,6.64,6.75,-0.2,-2.963,72122025
2019-08-15,002565,顺灏股份,6.75,6.94,6.05,6.11,6.31,0.44,6.9731,100995997
2019-08-14,002565,顺灏股份,6.31,6.48,6.17,6.25,6.13,0.18,2.9364,64230647
2019-08-13,002565,顺灏股份,6.13,6.24,6.04,6.12,6.21,-0.08,-1.2882,30213751
2019-08-12,002565,顺灏股份,6.21,6.21,6.04,6.12,6.06,0.15,2.4752,29334800
2019-08-09,002565,顺灏股份,6.06,6.32,6.04,6.27,6.27,-0.21,-3.3493,42493813
2019-08-08,002565,顺灏股份,6.27,6.46,6.03,6.03,6.01,0.26,4.3261,65965149
2019-08-07,002565,顺灏股份,6.01,6.25,6.0,6.05,6.01,0.0,0.0,38275606
2019-08-06,002565,顺灏股份,6.01,6.1,5.8,6.06,6.28,-0.27,-4.2994,43896207
2019-08-05,002565,顺灏股份,6.28,6.46,6.26,6.41,6.38,-0.1,-1.5674,24308300
2019-08-02,002565,顺灏股份,6.38,6.47,6.22,6.4,6.63,-0.25,-3.7707,39667499
2019-08-01,002565,顺灏股份,6.63,6.7,6.55,6.64,6.72,-0.09,-1.3393,26889095
2019-07-31,002565,顺灏股份,6.72,6.81,6.67,6.78,6.83,-0.11,-1.6105,23936398
2019-07-30,002565,顺灏股份,6.83,6.98,6.72,6.75,6.75,0.08,1.1852,37261966
2019-07-29,002565,顺灏股份,6.75,6.95,6.71,6.91,6.95,-0.2,-2.8777,39916883
2019-07-26,002565,顺灏股份,6.95,7.28,6.81,6.87,6.74,0.21,3.1157,67117542
2019-07-25,002565,顺灏股份,6.74,6.92,6.71,6.89,6.84,-0.1,-1.462,27076406
2019-07-24,002565,顺灏股份,6.84,6.98,6.75,6.76,6.69,0.15,2.2422,38230672
2019-07-23,002565,顺灏股份,6.69,6.73,6.55,6.56,6.61,0.08,1.2103,27433121
2019-07-22,002565,顺灏股份,6.61,7.05,6.6,7.0,6.86,-0.25,-3.6443,37870722
2019-07-19,002565,顺灏股份,6.86,7.04,6.86,6.94,6.89,-0.03,-0.4354,26813648
2019-07-18,002565,顺灏股份,6.89,7.1,6.86,7.1,7.14,-0.25,-3.5014,35897428
2019-07-17,002565,顺灏股份,7.14,7.26,7.13,7.22,7.2,-0.06,-0.8333,28695753
2019-07-16,002565,顺灏股份,7.2,7.39,7.18,7.3,7.3,-0.1,-1.3699,32241678
2019-07-15,002565,顺灏股份,7.3,7.39,7.0,7.16,7.21,0.09,1.2483,39744961
2019-07-12,002565,顺灏股份,7.21,7.33,7.15,7.2,7.18,0.03,0.4178,30454681
2019-07-11,002565,顺灏股份,7.18,7.4,7.13,7.33,7.33,-0.15,-2.0464,35844985
2019-07-10,002565,顺灏股份,7.33,7.39,7.13,7.3,7.31,0.02,0.2736,39405417
2019-07-09,002565,顺灏股份,7.31,7.33,7.12,7.19,7.17,0.14,1.9526,41238186
2019-07-08,002565,顺灏股份,7.17,7.73,6.98,7.7,7.69,-0.52,-6.762,59379824
2019-07-05,002565,顺灏股份,7.69,7.76,7.6,7.67,7.68,0.01,0.1302,26691608
2019-07-04,002565,顺灏股份,7.68,8.02,7.62,7.97,7.88,-0.2,-2.5381,44729065
2019-07-03,002565,顺灏股份,7.88,8.09,7.83,8.06,8.11,-0.23,-2.836,51029200
2019-07-02,002565,顺灏股份,8.11,8.29,7.91,8.0,8.0,0.11,1.375,79489648
2019-07-01,002565,顺灏股份,8.0,8.08,7.68,7.78,7.66,0.34,4.4386,63512653
2019-06-28,002565,顺灏股份,7.66,8.16,7.41,8.05,8.07,-0.41,-5.0805,75117611
