日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量
2020-08-21,002916,深南电路,139.5,144.99,138.33,144.48,142.84,-3.34,-2.3383,7902796
2020-08-20,002916,深南电路,142.84,145.51,142.0,142.02,141.9,0.94,0.6624,5497826
2020-08-19,002916,深南电路,141.9,146.35,141.6,146.3,146.44,-4.54,-3.1002,6434473
2020-08-18,002916,深南电路,146.44,148.66,146.0,147.68,148.02,-1.58,-1.0674,4603933
2020-08-17,002916,深南电路,148.02,148.43,145.18,145.57,145.56,2.46,1.69,5290450
2020-08-14,002916,深南电路,145.56,146.2,143.58,144.7,144.0,1.56,1.0833,3888477
2020-08-13,002916,深南电路,144.0,146.73,143.48,146.73,145.16,-1.16,-0.7991,3302989
2020-08-12,002916,深南电路,145.16,148.9,141.9,148.5,148.64,-3.48,-2.3412,6560745
2020-08-11,002916,深南电路,148.64,152.43,148.5,151.86,151.67,-3.03,-1.9978,4787330
2020-08-10,002916,深南电路,151.67,152.88,148.8,149.81,150.91,0.76,0.5036,4285097
2020-08-07,002916,深南电路,150.91,155.65,148.0,155.0,156.04,-5.13,-3.2876,5924462
2020-08-06,002916,深南电路,156.04,159.03,154.7,159.03,159.05,-3.01,-1.8925,4985805
2020-08-05,002916,深南电路,159.05,165.55,158.5,163.01,157.0,2.05,1.3057,7644900
2020-08-04,002916,深南电路,157.0,159.77,154.91,159.2,158.65,-1.65,-1.04,6435903
2020-08-03,002916,深南电路,158.65,158.73,154.2,155.3,154.14,4.51,2.9259,6934174
2020-07-31,002916,深南电路,154.14,157.5,152.0,152.54,152.61,1.53,1.0026,6570386
2020-07-30,002916,深南电路,152.61,155.3,151.04,155.02,153.73,-1.12,-0.7286,5927307
2020-07-29,002916,深南电路,153.73,153.99,147.57,147.59,147.21,6.52,4.429,7887119
2020-07-28,002916,深南电路,147.21,150.79,145.54,150.01,147.87,-0.66,-0.4463,5832215
2020-07-27,002916,深南电路,147.87,153.0,145.05,152.55,151.5,-3.63,-2.396,7997057
2020-07-24,002916,深南电路,151.5,160.8,151.01,159.0,160.49,-8.99,-5.6016,8312406
2020-07-23,002916,深南电路,160.49,164.0,156.49,164.0,164.7,-4.21,-2.5562,8663513
2020-07-22,002916,深南电路,164.7,167.0,162.5,164.75,164.65,0.05,0.0304,6987592
2020-07-21,002916,深南电路,164.65,167.41,162.99,165.98,165.19,-0.54,-0.3269,5782918
2020-07-20,002916,深南电路,165.19,165.92,158.9,163.33,162.67,2.52,1.5491,7121129
2020-07-17,002916,深南电路,162.67,165.0,159.0,162.66,162.66,0.01,0.0061,7477848
2020-07-16,002916,深南电路,162.66,177.5,159.6,173.34,173.31,-10.65,-6.1451,10727408
2020-07-15,002916,深南电路,173.31,185.0,173.0,184.0,184.05,-10.74,-5.8354,12366915
2020-07-14,002916,深南电路,184.05,192.1,180.6,192.1,193.53,-9.48,-4.8985,12528435
2020-07-13,002916,深南电路,193.53,195.5,189.88,194.19,188.05,5.48,2.9141,10125402
2020-07-10,002916,深南电路,188.05,194.0,186.01,190.53,194.1,-6.05,-3.117,9911274
2020-07-09,002916,深南电路,194.1,198.0,181.97,183.49,183.59,10.51,5.7247,10808964
