日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量
2019-10-17,002415,海康威视,30.93,30.99,30.38,30.7,30.67,0.26,0.8477,34678791
2019-10-16,002415,海康威视,30.67,31.28,30.32,30.56,30.31,0.36,1.1877,46491178
2019-10-15,002415,海康威视,30.31,30.92,30.13,30.91,30.97,-0.66,-2.1311,43982855
2019-10-14,002415,海康威视,30.97,31.4,30.76,31.32,30.68,0.29,0.9452,76110057
2019-10-11,002415,海康威视,30.68,31.0,30.18,30.51,30.9,-0.22,-0.712,84411027
2019-10-10,002415,海康威视,30.9,31.05,29.33,30.35,32.3,-1.4,-4.3344,169438557
2019-10-09,002415,海康威视,0.0,0.0,0.0,0.0,32.3,None,None,0
2019-10-08,002415,海康威视,0.0,0.0,0.0,0.0,32.3,None,None,0
2019-09-30,002415,海康威视,32.3,33.28,32.22,32.98,33.19,-0.89,-2.6815,29607444
2019-09-27,002415,海康威视,33.19,33.5,32.92,33.2,33.2,-0.01,-0.0301,28039603
2019-09-26,002415,海康威视,33.2,33.81,32.84,33.3,33.06,0.14,0.4235,35298188
2019-09-25,002415,海康威视,33.06,33.92,33.0,33.88,34.09,-1.03,-3.0214,36487179
2019-09-24,002415,海康威视,34.09,34.49,33.74,34.19,34.04,0.05,0.1469,30735126
2019-09-23,002415,海康威视,34.04,34.42,33.61,34.3,34.41,-0.37,-1.0753,30143413
2019-09-20,002415,海康威视,34.41,34.73,34.2,34.48,34.45,-0.04,-0.1161,32279433
2019-09-19,002415,海康威视,34.45,34.48,33.78,33.9,33.76,0.69,2.0438,29402176
2019-09-18,002415,海康威视,33.76,33.82,33.33,33.63,33.6,0.16,0.4762,27329196
2019-09-17,002415,海康威视,33.6,34.29,33.31,34.29,34.5,-0.9,-2.6087,35713231
2019-09-16,002415,海康威视,34.5,35.16,34.1,34.99,34.5,0.0,0.0,40282875
2019-09-12,002415,海康威视,34.5,34.6,33.9,34.26,34.0,0.5,1.4706,27657269
2019-09-11,002415,海康威视,34.0,34.85,33.5,34.75,34.91,-0.91,-2.6067,45360399
2019-09-10,002415,海康威视,34.91,35.18,33.97,34.71,34.71,0.2,0.5762,44660595
2019-09-09,002415,海康威视,34.71,35.18,34.2,34.2,33.89,0.82,2.4196,57423509
2019-09-06,002415,海康威视,33.89,34.29,33.09,33.47,33.06,0.83,2.5106,50135609
2019-09-05,002415,海康威视,33.06,33.95,32.87,33.2,33.07,-0.01,-0.0302,43575549
2019-09-04,002415,海康威视,33.07,33.24,32.38,33.21,33.29,-0.22,-0.6609,40980513
2019-09-03,002415,海康威视,33.29,33.33,31.4,31.5,31.5,1.79,5.6825,72341388
2019-09-02,002415,海康威视,31.5,31.78,30.71,30.92,30.92,0.58,1.8758,40223434
2019-08-30,002415,海康威视,30.92,31.55,30.71,31.02,30.52,0.4,1.3106,51880408
2019-08-29,002415,海康威视,30.52,31.15,30.47,31.0,31.05,-0.53,-1.7069,33873953
2019-08-28,002415,海康威视,31.05,31.4,30.65,31.38,31.33,-0.28,-0.8937,36883956
2019-08-27,002415,海康威视,31.33,31.94,30.73,30.87,30.65,0.68,2.2186,59129481
2019-08-26,002415,海康威视,30.65,31.04,30.35,30.61,31.68,-1.03,-3.2513,65206186
2019-08-23,002415,海康威视,31.68,32.1,31.53,31.8,31.8,-0.12,-0.3774,35249079
2019-08-22,002415,海康威视,31.8,32.42,31.52,31.85,31.6,0.2,0.6329,49052764
2019-08-21,002415,海康威视,31.6,31.95,30.99,31.1,31.16,0.44,1.4121,47990751
2019-08-20,002415,海康威视,31.16,31.95,30.94,31.48,31.28,-0.12,-0.3836,45707940
2019-08-19,002415,海康威视,31.28,31.6,30.33,30.35,30.01,1.27,4.2319,73775859
2019-08-16,002415,海康威视,30.01,30.58,29.56,29.68,29.83,0.18,0.6034,57866591
2019-08-15,002415,海康威视,29.83,30.06,28.21,28.5,29.2,0.63,2.1575,58639336
2019-08-14,002415,海康威视,29.2,30.21,29.14,29.9,28.96,0.24,0.8287,68918654
2019-08-13,002415,海康威视,28.96,29.64,28.6,29.42,29.79,-0.83,-2.7862,60045811
2019-08-12,002415,海康威视,29.79,29.91,28.15,28.15,28.09,1.7,6.052,63251491
2019-08-09,002415,海康威视,28.09,28.87,27.58,28.8,28.9,-0.81,-2.8028,72403421
2019-08-08,002415,海康威视,28.9,29.13,28.38,28.78,28.73,0.17,0.5917,45465191
2019-08-07,002415,海康威视,28.73,29.19,28.66,28.99,28.7,0.03,0.1045,43077456
2019-08-06,002415,海康威视,28.7,29.09,27.62,28.05,28.71,-0.01,-0.0348,81805068
2019-08-05,002415,海康威视,28.71,29.73,28.64,29.41,29.62,-0.91,-3.0722,72234193
2019-08-02,002415,海康威视,29.62,29.91,29.05,29.4,30.71,-1.09,-3.5493,86240939
2019-08-01,002415,海康威视,30.71,31.0,30.17,30.51,30.87,-0.16,-0.5183,51175361
2019-07-31,002415,海康威视,30.87,31.04,29.97,30.4,30.42,0.45,1.4793,63598117
2019-07-30,002415,海康威视,30.42,31.56,30.38,31.05,30.86,-0.44,-1.4258,60593975
2019-07-29,002415,海康威视,30.86,31.1,30.38,30.8,30.8,0.06,0.1948,57442953
2019-07-26,002415,海康威视,30.8,31.54,29.88,30.17,30.25,0.55,1.8182,100656431
2019-07-25,002415,海康威视,30.25,30.67,28.8,28.85,28.89,1.36,4.7075,138230849
2019-07-24,002415,海康威视,28.89,29.26,28.65,28.9,29.06,-0.17,-0.585,82503070
2019-07-23,002415,海康威视,29.06,29.13,28.41,28.58,28.55,0.51,1.7863,105466618
2019-07-22,002415,海康威视,28.55,28.88,27.2,27.6,26.48,2.07,7.8172,184029658
2019-07-19,002415,海康威视,26.48,26.8,26.21,26.21,26.17,0.31,1.1846,35236768
2019-07-18,002415,海康威视,26.17,26.61,26.11,26.6,26.9,-0.73,-2.7138,60225065
2019-07-17,002415,海康威视,26.9,27.17,26.3,26.6,26.77,0.13,0.4856,41104614
2019-07-16,002415,海康威视,26.77,27.1,26.75,27.01,27.15,-0.38,-1.3996,33321082
2019-07-15,002415,海康威视,27.15,27.26,26.04,26.8,26.97,0.18,0.6674,61447497
2019-07-12,002415,海康威视,26.97,27.21,26.68,27.01,27.01,-0.04,-0.1481,35667930
2019-07-11,002415,海康威视,27.01,27.5,26.92,27.25,26.92,0.09,0.3343,44007433
2019-07-10,002415,海康威视,26.92,27.3,26.74,26.99,26.67,0.25,0.9374,46306291
2019-07-09,002415,海康威视,26.67,27.37,26.5,27.1,27.28,-0.61,-2.2361,73451516
