日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量
2019-10-28,603348,文灿股份,16.84,16.88,16.51,16.66,17.0,-0.16,-0.9412,2319145
2019-10-25,603348,文灿股份,17.0,17.18,16.62,16.79,17.24,-0.24,-1.3921,3284000
2019-10-24,603348,文灿股份,17.24,17.86,16.52,16.76,16.24,1.0,6.1576,4720841
2019-10-23,603348,文灿股份,16.24,16.69,16.16,16.56,16.6,-0.36,-2.1687,1112200
2019-10-22,603348,文灿股份,16.6,16.7,16.45,16.45,16.5,0.1,0.6061,946300
2019-10-21,603348,文灿股份,16.5,17.09,15.3,16.9,17.0,-0.5,-2.9412,1621236
2019-10-18,603348,文灿股份,17.0,17.7,17.0,17.58,17.59,-0.59,-3.3542,2059500
2019-10-17,603348,文灿股份,17.59,17.96,17.18,17.45,17.48,0.11,0.6293,2410077
2019-10-16,603348,文灿股份,17.48,18.13,17.3,18.02,18.2,-0.72,-3.956,3609094
2019-10-15,603348,文灿股份,18.2,18.75,18.0,18.65,18.85,-0.65,-3.4483,2981200
2019-10-14,603348,文灿股份,18.85,18.85,18.18,18.23,18.07,0.78,4.3165,4179982
2019-10-11,603348,文灿股份,18.07,18.57,18.04,18.49,18.49,-0.42,-2.2715,2921662
2019-10-10,603348,文灿股份,18.49,18.71,18.34,18.35,18.58,-0.09,-0.4844,3283791
2019-10-09,603348,文灿股份,18.58,19.35,18.52,18.8,18.87,-0.29,-1.5368,4523511
2019-10-08,603348,文灿股份,18.87,18.92,18.4,18.48,18.38,0.49,2.6659,4052011
2019-09-30,603348,文灿股份,18.38,18.81,18.32,18.81,18.79,-0.41,-2.182,3896900
2019-09-27,603348,文灿股份,18.79,18.98,18.05,18.05,18.25,0.54,2.9589,6994445
2019-09-26,603348,文灿股份,18.25,18.5,17.58,17.71,17.64,0.61,3.458,4937041
2019-09-25,603348,文灿股份,17.64,18.03,17.6,17.9,18.13,-0.49,-2.7027,1890611
2019-09-24,603348,文灿股份,18.13,18.29,17.95,18.25,18.25,-0.12,-0.6575,2606756
2019-09-23,603348,文灿股份,18.25,18.5,17.76,17.86,18.0,0.25,1.3889,3451221
2019-09-20,603348,文灿股份,18.0,18.23,17.68,17.68,17.64,0.36,2.0408,2560710
2019-09-19,603348,文灿股份,17.64,17.79,17.37,17.37,17.49,0.15,0.8576,1630530
2019-09-18,603348,文灿股份,17.49,17.53,17.31,17.35,17.35,0.14,0.8069,1330300
2019-09-17,603348,文灿股份,17.35,17.96,17.26,17.88,17.99,-0.64,-3.5575,2080084
2019-09-16,603348,文灿股份,17.99,18.5,17.79,17.85,17.79,0.2,1.1242,3084710
2019-09-12,603348,文灿股份,17.79,17.84,17.61,17.71,17.65,0.14,0.7932,2115311
2019-09-11,603348,文灿股份,17.65,17.77,17.51,17.71,17.67,-0.02,-0.1132,1956454
2019-09-10,603348,文灿股份,17.67,17.78,17.37,17.62,17.62,0.05,0.2838,2597186
2019-09-09,603348,文灿股份,17.62,17.7,17.37,17.58,17.35,0.27,1.5562,2434536
2019-09-06,603348,文灿股份,17.35,17.56,17.13,17.33,17.23,0.12,0.6965,1924660
2019-09-05,603348,文灿股份,17.23,17.78,17.1,17.15,17.02,0.21,1.2338,2988380
2019-09-04,603348,文灿股份,17.02,17.14,16.8,17.0,17.07,-0.05,-0.2929,1802588
2019-09-03,603348,文灿股份,17.07,17.31,16.96,17.08,17.1,-0.03,-0.1754,1582999
2019-09-02,603348,文灿股份,17.1,17.17,16.75,16.8,16.64,0.46,2.7644,1783144
2019-08-30,603348,文灿股份,16.64,17.34,16.45,17.15,17.2,-0.56,-3.2558,2168336
2019-08-29,603348,文灿股份,17.2,17.78,17.19,17.46,17.63,-0.43,-2.439,2486153
2019-08-28,603348,文灿股份,17.63,17.68,17.2,17.24,17.31,0.32,1.8486,3579236
2019-08-27,603348,文灿股份,17.31,17.65,16.68,16.68,16.78,0.53,3.1585,3454241
2019-08-26,603348,文灿股份,16.78,17.28,16.23,16.28,16.64,0.14,0.8413,2345023
2019-08-23,603348,文灿股份,16.64,16.84,16.56,16.72,16.74,-0.1,-0.5974,1285700
2019-08-22,603348,文灿股份,16.74,16.8,16.48,16.66,16.66,0.08,0.4802,1451490
2019-08-21,603348,文灿股份,16.66,16.93,16.6,16.74,16.72,-0.06,-0.3589,1579435
2019-08-20,603348,文灿股份,16.72,16.88,16.6,16.79,16.62,0.1,0.6017,2112190
2019-08-19,603348,文灿股份,16.62,16.7,16.1,16.22,16.18,0.44,2.7194,2098836
2019-08-16,603348,文灿股份,16.18,16.5,15.98,16.25,16.14,0.04,0.2478,2134805
2019-08-15,603348,文灿股份,16.14,16.28,15.76,16.0,16.4,-0.26,-1.5854,1787543
2019-08-14,603348,文灿股份,16.4,16.73,16.4,16.6,16.4,0.0,0.0,839643
2019-08-13,603348,文灿股份,16.4,16.53,16.26,16.36,16.52,-0.12,-0.7264,874600
2019-08-12,603348,文灿股份,16.52,16.62,16.16,16.16,16.19,0.33,2.0383,942411
2019-08-09,603348,文灿股份,16.19,16.79,16.16,16.77,16.58,-0.39,-2.3522,972730
2019-08-08,603348,文灿股份,16.58,16.83,16.56,16.76,16.56,0.02,0.1208,725000
2019-08-07,603348,文灿股份,16.56,16.85,16.48,16.48,16.46,0.1,0.6075,953600
2019-08-06,603348,文灿股份,16.46,17.4,15.94,17.4,17.71,-1.25,-7.0582,2425054
2019-08-05,603348,文灿股份,17.71,18.04,17.65,17.89,18.0,-0.29,-1.6111,1115400
2019-08-02,603348,文灿股份,18.0,18.18,17.9,17.98,18.31,-0.31,-1.6931,1014943
2019-08-01,603348,文灿股份,18.31,18.42,18.05,18.11,18.21,0.1,0.5491,946711
2019-07-31,603348,文灿股份,18.21,18.43,18.2,18.43,18.45,-0.24,-1.3008,912400
2019-07-30,603348,文灿股份,18.45,18.52,18.25,18.33,18.25,0.2,1.0959,1217200
2019-07-29,603348,文灿股份,18.25,18.34,18.13,18.24,18.3,-0.05,-0.2732,830090
2019-07-26,603348,文灿股份,18.3,18.35,17.93,18.19,18.18,0.12,0.6601,991900
2019-07-25,603348,文灿股份,18.18,18.35,18.1,18.15,18.29,-0.11,-0.6014,1123358
2019-07-24,603348,文灿股份,18.29,18.47,18.21,18.22,18.22,0.07,0.3842,1131100
2019-07-23,603348,文灿股份,18.22,18.34,17.93,18.26,18.16,0.06,0.3304,1221400
2019-07-22,603348,文灿股份,18.16,19.14,18.12,19.07,19.01,-0.85,-4.4713,2119000
