日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量
2019-09-10,000858,500信息,7435.6146,7612.4509,7373.8441,7604.5862,7611.8368,-176.2222,-2.3151,35588163
2019-09-09,000858,500信息,7611.8368,7611.8368,7304.9452,7372.6149,7285.2533,326.5835,4.4828,38854661
2019-09-06,000858,500信息,7285.2533,7364.1826,7166.5683,7280.803,7253.477,31.7763,0.4381,31579067
2019-09-05,000858,500信息,7253.477,7436.166,7134.0297,7154.2372,7120.5531,132.9239,1.8668,41309355
2019-09-04,000858,500信息,7120.5531,7164.7634,6985.7729,7051.4596,7078.1211,42.432,0.5995,33481620
2019-09-03,000858,500信息,7078.1211,7078.2666,6880.4406,6890.5262,6853.4588,224.6623,3.2781,35230754
2019-09-02,000858,500信息,6853.4588,6877.8957,6576.0248,6586.5729,6567.8825,285.5763,4.3481,26483237
2019-08-30,000858,500信息,6567.8825,6804.1298,6517.2958,6737.8665,6661.464,-93.5815,-1.4048,30005716
2019-08-29,000858,500信息,6661.464,6704.4291,6551.5118,6557.5425,6532.2201,129.2439,1.9786,26438330
2019-08-28,000858,500信息,6532.2201,6583.1125,6496.7399,6536.1978,6562.8105,-30.5904,-0.4661,22395985
2019-08-27,000858,500信息,6562.8105,6640.0107,6453.7578,6457.9993,6423.1711,139.6394,2.174,26213524
2019-08-26,000858,500信息,6423.1711,6443.2916,6326.812,6331.5634,6463.1043,-39.9332,-0.6179,20338320
2019-08-23,000858,500信息,6463.1043,6529.1734,6415.2198,6486.7983,6483.9143,-20.81,-0.3209,20519893
2019-08-22,000858,500信息,6483.9143,6545.7943,6421.3181,6511.7914,6504.6351,-20.7208,-0.3186,21758115
2019-08-21,000858,500信息,6504.6351,6546.5634,6406.6331,6423.5467,6436.6089,68.0262,1.0569,21784613
2019-08-20,000858,500信息,6436.6089,6513.2274,6420.0203,6457.4205,6455.1773,-18.5684,-0.2877,22841981
2019-08-19,000858,500信息,6455.1773,6473.5852,6235.6591,6242.2543,6158.9022,296.2751,4.8105,27606334
2019-08-16,000858,500信息,6158.9022,6233.5726,6089.086,6096.022,6117.2133,41.6889,0.6815,22648009
2019-08-15,000858,500信息,6117.2133,6119.4782,5813.7393,5824.2189,5999.4819,117.7314,1.9624,21898253
2019-08-14,000858,500信息,5999.4819,6143.1657,5987.6061,6080.1138,5963.2083,36.2736,0.6083,20513188
2019-08-13,000858,500信息,5963.2083,6014.8168,5918.2889,5960.4284,6026.9432,-63.7349,-1.0575,14602288
2019-08-12,000858,500信息,6026.9432,6026.9432,5775.3136,5825.341,5793.0609,233.8823,4.0373,15452724
2019-08-09,000858,500信息,5793.0609,5952.427,5780.4571,5902.2059,5860.7099,-67.649,-1.1543,15766029
2019-08-08,000858,500信息,5860.7099,5871.3848,5778.0536,5788.9658,5759.1494,101.5605,1.7635,13429670
2019-08-07,000858,500信息,5759.1494,5914.1969,5759.1494,5904.2912,5867.2068,-108.0574,-1.8417,13616247
2019-08-06,000858,500信息,5867.2068,5901.9201,5687.9432,5832.5807,5986.3418,-119.135,-1.9901,20154914
2019-08-05,000858,500信息,5986.3418,6152.1038,5983.9361,6021.0941,6043.8603,-57.5185,-0.9517,15953977
2019-08-02,000858,500信息,6043.8603,6059.056,5944.2047,5967.0924,6137.1579,-93.2976,-1.5202,16640453
2019-08-01,000858,500信息,6137.1579,6161.4937,6087.8797,6114.2605,6155.2192,-18.0613,-0.2934,14573093
2019-07-31,000858,500信息,6155.2192,6189.0976,6136.73,6148.067,6156.2037,-0.9845,-0.016,14400659
2019-07-30,000858,500信息,6156.2037,6236.3161,6135.6052,6161.8432,6147.8472,8.3565,0.1359,15749422
2019-07-29,000858,500信息,6147.8472,6180.3232,6094.838,6103.6445,6097.9485,49.8987,0.8183,14565289
2019-07-26,000858,500信息,6097.9485,6120.6856,6055.492,6097.8876,6108.5166,-10.5681,-0.173,15514553
2019-07-25,000858,500信息,6108.5166,6144.7532,6009.7698,6022.3285,5998.8529,109.6637,1.8281,19828622
2019-07-24,000858,500信息,5998.8529,6038.1154,5885.418,5885.418,5863.7522,135.1007,2.304,16875798
2019-07-23,000858,500信息,5863.7522,5865.4761,5752.3133,5754.3981,5749.605,114.1472,1.9853,10698319
2019-07-22,000858,500信息,5749.605,5904.4826,5706.126,5898.3227,5879.0232,-129.4182,-2.2014,13006131
2019-07-19,000858,500信息,5879.0232,5951.9728,5865.6485,5883.606,5863.8679,15.1553,0.2585,12061801
2019-07-18,000858,500信息,5863.8679,5969.6853,5863.2227,5969.6853,6015.5502,-151.6823,-2.5215,15979908
2019-07-17,000858,500信息,6015.5502,6065.4457,5955.7736,5975.4631,5978.6184,36.9318,0.6177,16667350
2019-07-16,000858,500信息,5978.6184,6000.8947,5919.1778,5936.8036,5952.8688,25.7496,0.4326,14169142
2019-07-15,000858,500信息,5952.8688,5999.4278,5719.0244,5773.8551,5796.4256,156.4432,2.699,16678529
2019-07-12,000858,500信息,5796.4256,5818.6347,5729.0273,5792.1032,5784.6313,11.7943,0.2039,11877239
2019-07-11,000858,500信息,5784.6313,5896.1677,5751.5649,5851.0358,5822.4026,-37.7713,-0.6487,12443627
2019-07-10,000858,500信息,5822.4026,5883.0915,5793.2073,5874.0506,5851.295,-28.8924,-0.4938,11334460
2019-07-09,000858,500信息,5851.295,5893.7153,5784.8587,5856.2506,5862.096,-10.801,-0.1843,10855338
2019-07-08,000858,500信息,5862.096,6103.1592,5826.7535,6102.9271,6127.6341,-265.5381,-4.3335,17013125
2019-07-05,000858,500信息,6127.6341,6145.39,6082.9299,6095.102,6094.0118,33.6223,0.5517,11804116
2019-07-04,000858,500信息,6094.0118,6169.828,6057.7603,6147.9378,6144.1707,-50.1589,-0.8164,14857716
2019-07-03,000858,500信息,6144.1707,6219.9094,6109.5295,6218.4007,6240.5805,-96.4098,-1.5449,17913000
